title,label
Archidendron dalatense,newNode
Illigera nervosa,newNode
Petrocosmea nervosa,newNode
山地豆、假花生,newNode
Desmodium heterocarpon subsp. angustifolium,newNode
Pyrrosia princeps,newNode
Carex kirganica,newNode
Lepisorus venosus,newNode
Isodon nervosus,newNode
Microsorum zippelii,newNode
威灵仙(云南)，小黑药，黑威灵，草威灵，黑根，乌草根,newNode
Inula nervosa,newNode
Inula nervosa Wall.,newNode
旋覆花组 显脉系,newNode
Homalium phanerophlebium,newNode
Saussurea chionophora,newNode
Berberis phanera,newNode
Swertia nervosa,newNode
Saussurea rockii,newNode
Ardisia alutacea,newNode
Carex eminens,newNode
Elatostema stigmatosum,newNode
草乌（云南西北）,newNode
Aconitum stylosum,newNode
Phaenosperma Munro ex Benth.,newNode
Pedicularis insignis,newNode
Celastrus stylosus,newNode
岩高粱、青竹草、别门,newNode
Phaenosperma globosa,newNode
Briggsia muscicola,newNode
Excenrodendron Chang et Miau,newNode
火木,newNode
Excentrodendron hsienmu,newNode
Gentiana muscicola,newNode
Leontopodium muscoides,newNode
Sedum dugueyi,newNode
Pedicularis muscicola,newNode
Sedum polytrichoides,newNode
苔藓状蚤缀（拉汉种子植物名称）,newNode
Arenaria bryophylla,newNode
雁来红，老来少，三色苋,newNode
Amaranthus tricolor L.,newNode
Amaranthaceae Juss. (1789),newNode
Bulbophyllum gymnopus,newNode
Amaranthus L.,newNode
苋属Amaranthus,newNode
Habenaria fordii,newNode
Amphicarpaea linearis,newNode
Oxytropis linearibracteata,newNode
Silene lineariloba,newNode
Isodon barbeyanus,newNode
Lasianthus linearisepalus,newNode
Asplenium capillipes,newNode
Silvianthus tonkinensis,newNode
Rhododendron linearilobum,newNode
Carex filipes,newNode
Piperaceae nom. conserv,newNode
Blastus apricus,newNode
Galium comari,newNode
Lobelia melliana,newNode
Conringia planisiliqua,newNode
Oxytropis filiformis,newNode
Saxifraga filicaulis,newNode
Carex tsoi,newNode
Geranium soboliferum,newNode
Colysis C. Presl,newNode
Conringia,newNode
雷松草,newNode
Colysis elliptica,newNode
Rhododendron ramipilosum,newNode
Arisaema matsudai,newNode
Pteris angustipinnula,newNode
Pleurospermum linearilobum,newNode
绳麻,newNode
Stenoloma eberhardtii,newNode
Aster bietii,newNode
因陈草、熊胆草、土黄莲、涩疙瘩、黑疙瘩,newNode
Isodon lophanthoides,newNode
Rabdosia lophanthoides,newNode
Asplenium coenobiale,newNode
Lepisorus vittaroides,newNode
Aeschynanthus lineatus,newNode
Agrostis dshungarica,newNode
Selenodesmium obscurum,newNode
Kobresia duthiei,newNode
Leucas lavandulifolia,newNode
Holboellia linearifolia,newNode
芒车前（植物研究），线叶车前（山东）,newNode
Plantago aristata Michx.,newNode
Chirita linearifolia,newNode
Solms-laubachia linearifolia,newNode
Bupleurum angustissimum,newNode
Sparganium angustifolium,newNode
Viscum fargesii,newNode
Buxus linearifolia,newNode
野红花、山红花、尖叶小蓟,newNode
Cirsium lineare,newNode
条叶虎耳草（中国高等植物图鉴补编）,newNode
Saxifraga taraktophylla,newNode
黑荆树、澳洲金合欢学,newNode
Acacia decurrens,newNode
Astragalus nematodes,newNode
Dontostemon integrifolius,newNode
Corydalis linearis,newNode
Filifolium,newNode
Filifolium Kitamura,newNode
Lepidomicrosorum lineare,newNode
Galium linearifolium,newNode
Justicia neolinearifolia,newNode
Justicia neolinearifolia N. H. Xia et Y. F. Deng,newNode
Mecodium lineatum,newNode
Gardneria nutans,newNode
Hoya linearis Wall. ex Wight,newNode
Salix wilhelmsiana,newNode
Arisaema lineare,newNode
Arisaema lineare Buchet,newNode
Leptopus lolonum,newNode
Wikstroemia linearifolia,newNode
Habenaria linearifolia,newNode
Haplopteris linearifolia,newNode
Pyrrosia linearifolia,newNode
Agapetes linearifolia,newNode
Callitriche hermaphroditica,newNode
Dysophylla linearis,newNode
Oenanthe linearis,newNode
Mollugo cerviana,newNode
Asplenium ensiforme f. stenophyllum,newNode
蚂蚱膀子，驴耳朵(安徽)，窄叶旋覆花(江 苏）,newNode
Inula lineariifolia,newNode
旋覆花组 旋覆花系,newNode
Lepisorus lineariformis,newNode
Primula subularia,newNode
Convolvulus lineatus,newNode
Euonymus linearifolius,newNode
Draba linearifolia,newNode
丝藻，丝藻，线叶眼子菜,newNode
Potamogeton pusillus,newNode
Fagopyrum lineare,newNode
条叶猪屎豆，线叶野百合，密叶猪屎豆（台湾植物志）,newNode
Crotalaria linifolia,newNode
Pteris linearis,newNode
Athyrium lineare,newNode
Pseudocyclosorus linearis,newNode
Pseudocyclosorus linearis,newNode
凤尾莲(四川峨眉),newNode
Cyrtomium urophyllum,newNode
Cyclosorus angustipinnus,newNode
Microlepia formosana,newNode
Syzygium araiocladum,newNode
Scirpus lineolatus,newNode
Scirpus lineolat,newNode
Zeuxine Lindl.,newNode
Cyperus linearispiculatus,newNode
Alyxia marginata,newNode
Photinia impressivena,newNode
Ilex delavayi,newNode
Symplocos glandulosopunctata,newNode
Rhynchotechum Bl,newNode
Rubus impressinervus,newNode
Rhamnus bodinieri,newNode
Saxifraga wardii,newNode
Zeuxine strateumatica,newNode
Strobilanthes glandibracteata,newNode
芦莉花族、马蓝亚族,newNode
Symplocos adenopus,newNode
Tephroseris adenolepis,newNode
Asplenium glanduliserrulatum,newNode
Vaccinium oldhamii,newNode
Hemiboea glandulosa,newNode
雨伞仔（台湾）,newNode
Ardisia cornudentata,newNode
Saussurea glandulosa,newNode
Astilbe rubra,newNode
Didymocarpus adenocalyx,newNode
石壁杜鹃(广西植物名录),newNode
Rhododendron bachii,newNode
牙扼思郎、牙儿失啷,newNode
Mycetia glandulosa,newNode
Mycetia glandulosa Craib,newNode
Mycetia Reinw.,newNode
Rubus glandulosocalycinus,newNode
Cardamine smithiana,newNode
Silene adenocalyx,newNode
Buddleja adenantha,newNode
Vaccinium pseudotonkinense,newNode
Jurinea adenocarpa,newNode
Rosa filipes,newNode
金樱子、腺毛蔷薇,newNode
Rosa fedtschenkoana,newNode
Pisonia aculeata,newNode
Rhododendron adenanthum,newNode
Isodon adenanthus,newNode
Pisonia L.,newNode
Lepidium apetalum Willd,newNode
Potentilla granulosa,newNode
Corylopsis glandulifera,newNode
Nepeta glutinosa,newNode
Piper bavinum,newNode
Salix chaenomeloides,newNode
Cyclosorus opulentus,newNode
Hemiboea strigosa,newNode
Eurya glandulosa,newNode
Didymocarpus glandulosus,newNode
Descurainia sophioides,newNode
Aletris glandulifera,newNode
Brachyactis pubescens,newNode
Saussurea glanduligera,newNode
Pulmonaria mollissima,newNode
东北虎耳草（中国高等植物图鉴）,newNode
Saxifraga manchuriensis,newNode
Artemisia viscida,newNode
Scutellaria adenotricha,newNode
黑种草、景郎瘤果,newNode
Nigella glandulifera,newNode
Cichorium glandulosum,newNode
菊苣族，菊苣亚族,newNode
Phyllagathis velutina,newNode
Strobilanthes forrestii,newNode
Flemingia glutinosa,newNode
Aquilegia moorcroftiana,newNode
Meliosma glandulosa Cufod.,newNode
Thalictrum foetidum,newNode
红蒙子刺 红毛草 红牛毛刺 腺毛悬钩子 腺茅莓,newNode
Rubus adenophorus,newNode
Dryopteris sericea,newNode
Cissampelopsis glandulosa,newNode
千里光亚族、Subtrib，SENECIONINAE,newNode
Athyrium glandulosum,newNode
Murdannia spectabilis,newNode
粘萎陵菜(种子植物名标),newNode
Potentilla longifolia,newNode
Primula walshii,newNode
腺毛槐兰、腺毛木兰,newNode
Indigofera scabrida,newNode
Keiskea glandulosa,newNode
Siphonostegia laeta,newNode
Epimedium glandulosopilosum,newNode
Hypodematium glandulosum,newNode
Caryopteris siccanea,newNode
Caryopteris siccanea W. W. Sm.,newNode
Cyclosorus aureoglandulifer,newNode
Ophiorrhiza mycetiifolia,newNode
Rhododendron leptopeplum,newNode
伏牛树牛母树刀口药腺鼠剌,newNode
Itea glutinosa,newNode
Rhododendron codonanthum,newNode
Maesa membranacea,newNode
Androsace adenocephala,newNode
腺叶野樱(广州植物志)，腺叶稠李(拉汉种子植物名称)，墨点樱桃(刘业经，台湾木本植物志)，黑星樱(李,newNode
Laurocerasus phaeosticta,newNode
Dolomiaea georgii,newNode
Olea paniculata,newNode
Galium glandulosum,newNode
Premna glandulosa,newNode
Clethra glandulosa,newNode
Camellia paucipunctata,newNode
Symplocos adenophylla,newNode
Mallotus contubernails Hance,newNode
Anodendron punctatum,newNode
Rosa kokanica,newNode
Athyrium supraspinescens,newNode
Isodon adenolomus,newNode
Stictocardia Hallier f,newNode
Stictocardia tiliifolia,newNode
腺叶黄瑞木,newNode
Adinandra nigroglandulosa,newNode
Pertya pubescens,newNode
Symplocos glandulifera,newNode
Lilium xanthellum,newNode
Rhododendron guizhongense,newNode
Bambusa indigena,newNode
Huperzia somai,newNode
Pyrrosia assimilis,newNode
Microtoena affinis,newNode
孔雀豆、红豆、海红豆,newNode
Adenantherapavonlna,newNode
相思豆属,newNode
Abrus precatorius L,newNode
Abrus Adans.,newNode
Asplenium consimile,newNode
Pyrrosia similis,newNode
川白芷、白芷,newNode
Taiwan Angelica Root,newNode
芫荽、盐荽、胡荽、香荽、延荽、漫天星等,newNode
黄丁香、黄花茶藨子、香茶藨、野芹菜,newNode
Ribes odoratum,newNode
蛇总管，山薄荷，蛇通管，小叶蛇总管，母猪花头，盘龙七,newNode
Rabdosia serra (Maxim.) Hara,newNode
药草,newNode
sweet woodruff,newNode
Galium odoratum,newNode
香椿芽、香椿头,newNode
Toona sinensis (A. Juss.) Roem.,newNode
橙子 甜橙,newNode
Citrus junos Sieb. ex Tanaka,newNode
春芽树、俗称红椿、香椿,newNode
Toona,newNode
春族,newNode
Ilex suaveolens,newNode
嘎哥拉、尼泊尔豆蔻,newNode
Amomum subulatum,newNode
Brachyactis anomalum,newNode
Cymbopogon eugenolatum,newNode
香蜂草、薄菏香脂、蜂香脂,newNode
Melissa officinalis,newNode
Goodyera youngsayei,newNode
Croton hancei,newNode
莎草、香附、雷公头,newNode
Cyperus rotundus L.,newNode
Hedyotis vachellii,newNode
Dysoxylum hongkongense (Tutcher) Merr.,newNode
山龙眼藤 大香藤 打鼓藤 大酒饼藤 大酒饼子 港瓜馥木 黄背瓜馥木 角洛子藤 角落子藤 香藤子,newNode
Fissistigma uonicum,newNode
Camellia hongkongensis,newNode
Tainia hongkongensis,newNode
茜木、满天星,newNode
Pavetta hongkongensis,newNode
Impatiens hongkongensis,newNode
塔氏胡颓子;,newNode
Elaeagnus tutcheri,newNode
Elaeagnus tutcheri Dunn,newNode
Maackia ellipticocarpa,newNode
Bulbophyllum tseanum,newNode
Anoectochilus yungianus,newNode
Lysimachia alpestris,newNode
Amorphophallus oncophyllus Prain ex Hook. f,newNode
Dalbergia millettii,newNode
Lirianthe championii,newNode
Magnolia championii,newNode
Aristolochia westlandii,newNode
Disperis nantauensis,newNode
Cornus hongkongensis,newNode
Millettia oraria,newNode
Carex ligata,newNode
港鹰爪 香港鹰爪 野鹰爪花 野鹰爪藤,newNode
Artabotrys hongkongensis,newNode
Habenaria coultousii,newNode
Polygala hongkongensis,newNode
Vetiveria Bory,newNode
跌打王、香胶树、野枇杷、黄祯楠,newNode
岩兰草，培地茅,newNode
Chrysopogon zizanioides,newNode
Osmorhiza Raf.,newNode
Cuphea alsamona,newNode
甘瓜，甜瓜,newNode
根据以前的克朗奎斯特分类法，葫芦科分到堇菜目。,newNode
Osmorhiza aristata,newNode
细叶香桂，香树皮，月桂，秦氏樟,newNode
Cinnamomum subavenium,newNode
乌鸢、扁竹花,newNode
Iris pallida,newNode
CinnamomumsubaveniumMiq,newNode
Emmenopterys Oliv.,newNode
芎藭、胡藭、马衔、芎藭、川芎,newNode
Ligusticum chuanxiong,newNode
Emmenopterys Henryi Oliv.,newNode
Albizia odoratissima,newNode
Neolitsea ellipsoidea,newNode
Primula wilsonii,newNode
Primula aromatica,newNode
热痱草、大叶香薷、假鱼香、小鱼仙草等,newNode
Mosla dianthera（ Ham）,newNode
Rhododendron ciliipes,newNode
大花暗罗 龙氏暗罗,newNode
Polyalthia rumphii,newNode
Hesperis Linn.,newNode
Hesperis trichosepala Turcz,newNode
Osmanthus suavis,newNode
黄皮、黄批,newNode
Clausena odorata,newNode
Litsea panamonja,newNode
Aganosma marginata,newNode
Eriobotrya fragrans,newNode
Calanthe odora,newNode
羊耳蒜、立地好、毛慈姑、岩芋、黑兰、矮胖儿、肉螃蟹、铁耙疏、倒岩提、走子草、肉龙箭、香花羊耳蒜、紫星,newNode
Aganosma G. Don,newNode
香花子属,newNode
Betula insignis,newNode
Cladrastis Raf,newNode
香探春　野绣球,newNode
Viburnum farreri,newNode
Vanilla Plumier ex P. Miller.,newNode
Keiskea szechuanensis,newNode
Keiskea Miq.,newNode
Keiskea,newNode
香简草属 ,newNode
香子兰，香草兰，香果兰，扁叶香草兰，哗呢拉,newNode
Vanilla fragrans (Salisb.) Ames,newNode
Vanilla planifolia Andr.,newNode
Syzygium balsameum,newNode
Alpinia coriandriodora,newNode
紫罗兰，香堇,newNode
Viola odorata,newNode
薄荷、香薷、香荆芥、大茴香、猫薄荷、巴毛、凉薄荷、樟脑草,newNode
Clausia Kornuch－Trotzky,newNode
甘蕉、弓蕉、芽蕉,newNode
Musa nana Lour.,newNode
Musa nana,newNode
Teucrium,newNode
Teucrium simplex,newNode
Haraella Kud,newNode
Haraella retrocalla,newNode
香味藜,newNode
Dysphania botrys,newNode
野西瓜苗、鬼灯笼、灯笼花、小秋葵,newNode
Hibiscus trionum,newNode
Pandanus amaryllifolius,newNode
水毛蓼、红杆蓼,newNode
Polygonum viscosum,newNode
面条菜、米瓦罐,newNode
SileneconoideaL,newNode
Cymbopogon Spreng.,newNode
Iteadaphne caudata,newNode
Rhododendron tutcherae,newNode
Mosla chinensis Maxim,newNode
水棉木、台北茜草、台北茜草树,newNode
Aidia canthioides,newNode
Sterculia foetida,newNode
亚婆膏,newNode
Meliosma fordii Hemsl.,newNode
Manglietia aromatica Dandy,newNode
白兰，白赤榔,newNode
Syzygium odoratum,newNode
Carlemannia tetragona,newNode
Carlemannia Benth.,newNode
Typhaceae Juss. (1789),newNode
青兰、摩眼子、枝子花、山薄荷、炒面花、山香、毕日阳古、白赖洋古,newNode
Dracocephalum moldavica,newNode
Typha Linn.,newNode
本属2组,newNode
美洲柑;美洲木苹果;,newNode
Casimiroa edulis,newNode
Casimiroa La Llave,newNode
荻，籁箫，天青地白,newNode
Anaphalis sinica Hance,newNode
Anaphalis DC.,newNode
法国香菜、洋芫荽、荷兰芹、旱芹菜、番荽、欧芹,newNode
Libanotis seseloides (Fisch. et Mey.) Turcz.,newNode
Libanotis seseloides,newNode
矮鬼针草、鹿角草,newNode
Glossogyne tenuifolia Cass,newNode
Keiskea elsholtzioides,newNode
Elsholtzia,newNode
Lycoris incarnata,newNode
Dianthus caryophyllus L.,newNode
Canangaodorata,newNode
瑞芳楠、细叶楠、臭屎楠、香楠,newNode
Machilus zuihoensis,newNode
Rosa odorata,newNode
南美天芥菜、洋茉莉,newNode
ElsholtziarugulosaHemsl.,newNode
香菜、盐荽、胡荽、延荽、漫天星等,newNode
Myrtus communis Linn,newNode
野塘蒿、野地黄菊、蓑衣草,newNode
Conyza bonariensis (L.) Cronq.,newNode
紫菀族紫菀族,newNode
鸡苏、香苏、龙脑薄荷、芥苴、水苏。,newNode
Myrtus Linn,newNode
花豌豆、腐香豌豆,newNode
Lathyrus odoratus,newNode
Zeuxine odorata,newNode
莎草、香头草,newNode
小苍兰、小菖兰、剪刀兰、素香兰、香鸢尾、洋晚香玉,newNode
Freesia hybrida Klatt.,newNode
Freesia Klatt,newNode
Lobularia Desv,newNode
小白花,newNode
Lobularia maritima (L.) Desv.,newNode
Populus koreana,newNode
Spermadictyon Roxb,newNode
Spermadictyon suaveolens,newNode
芸香叶蒿(内蒙古)，“察汗—沙里尔日,newNode
Artemisia rutifolia,newNode
蒿亚属、莳萝蒿组、香叶蒿系,newNode
红油果，臭油果，香叶树，白香桂，臭果树，臭樟，打米酱,newNode
Lindera communis Hemsl.,newNode
玫瑰天竺葵,newNode
Pelargonium graveolens L'Herit.,newNode
Lindera fragrans,newNode
Silene odoratissima,newNode
Leontopodium haplophylloides,newNode
地栗子，菜用土圞儿，香参，地栗子，土栾儿，黄栗芋,newNode
魁芋属,newNode
枸橼、钩缘干、香泡树,newNode
Citrus medic L.,newNode
大烟锅草,newNode
Chimonocalamus Hsueh et Yi,newNode
Trichosanthes hylonoma,newNode
Chimonocalamus delicatus,newNode
Oreocharis xiangguiensis,newNode
Diospyros xiangguiensis,newNode
Phoebe hunanensis,newNode
Neolitsea hsiangkweiensis,newNode
Arachniodes michelii,newNode
Arisaema hunanense,newNode
Deyeuxia hakonensis,newNode
镰刀觿茅,newNode
Dimeria falcata Hack,newNode
Hura Linn.,newNode
襄阳山樱,newNode
Cerasus cyclamina,newNode
Hura crepitans,newNode
Crotalaria albida,newNode
Osbeckia pulchra,newNode
Bonia levigata,newNode
杨柳目仅,newNode
Populus ×pseudotomentosa,newNode
太阳花、葵花、朝阳花、转日莲,newNode
Helianthus annuus,newNode
葵花、太阳花，朝阳花，转日莲,newNode
Helianthus L.,newNode
Nothodoritis Z. H. Tsi,newNode
Nothodoritis zhejiangensis,newNode
Enterolobium cyclocarpum,newNode
Feronia Correa,newNode
Feronia limonia（L.）Swingle,newNode
紫狼尾草,newNode
Pennisetum purpureum,newNode
Fraxinus platypoda,newNode
Typha elephantina,newNode
大麻芋子、麻芋子、银半夏等,newNode
Arisaema elephas,newNode
珊瑚刺桐、象牙红、龙牙花、四季树,newNode
Erythrina speciosa,newNode
红南星、母猪半夏、大半夏、独叶半夏、小独脚莲,newNode
Arisaema franchetianum,newNode
Ensete glaucum,newNode
Roscoea Smith,newNode
乌皮、乌皮石柃、琉球黑檀、象牙木,newNode
Diospyros ferrea (Willd.) Bakhuizen,newNode
Diospyros ferrea,newNode
Ensete Bruce ex Horan,newNode
消山虎、紫花地丁、搜山虎等,newNode
Vernonia squarrosa (D. Don) Less.,newNode
俄罗斯蒲公英,newNode
Taraxacum kok-saghyz Rodin,newNode
巴西橡胶、巴西树胶树、巴西橡胶树,newNode
Hevea brasiliensis,newNode
Hevea Aubl,newNode
红八角莲、半碗水、铁骨散,newNode
Dysosma difformis,newNode
冷蒿、白蒿、小艾,newNode
Artemisia frigida Willd.,newNode
Chenopodium iljinii,newNode
Chenopodium iljinii Golosk.,newNode
Bletilla formosana (Hayata) Schltr.,newNode
单子叶植物纲，百合亚纲,newNode
Calamus balansaeanus,newNode
Saxifraga punctulata,newNode
Delphinium micropetalum,newNode
Zinnia angustifolia,newNode
Sanchezia parvibracteata,newNode
Primula bracteata,newNode
Berberis micropetala,newNode
Camellia parvipetala,newNode
Astragalus prattii,newNode
Cuphea micropetala,newNode
Carex subebracteata,newNode
Mimulus bracteosus,newNode
紫花瓦花,newNode
Orostachys thyrsiflora,newNode
虎耳草母,newNode
Primula forbesii,newNode
Leucanthemella linearis,newNode
Waldheimia nivea,newNode
Allardia nivea,newNode
贵州小檗、日本小檗,newNode
滨豆、鸡眼豆,newNode
Lens culinaris,newNode
Maytenus berberoides,newNode
秦艽、裹篱樵、细叶驳骨兰、臭黄藤、接骨草（海南植物志） 尖尾风,newNode
GendarussavulgarisNees,newNode
洋爵床属,newNode
Berberis Linn,newNode
Berberidaceae,newNode
Leucanthemella,newNode
Photinia berberidifolia,newNode
Microchloa indica (L. f.) Beauv.,newNode
Scaevola hainanensis,newNode
野黄菊、山边半枝香、酒金花、满山黄、百根草、百条根、一枝黄花,newNode
Bupleurum tenue,newNode
Solidago decurrens,newNode
鸡足草乌、细草乌,newNode
Microchloa,newNode
Astragalus minudentatus,newNode
Camellia parvicaudata,newNode
Viola serrula,newNode
Vicia hirsuta,newNode
条叶车前（中国高等植物图鉴），细叶车前,newNode
Plantago minuta,newNode
Aeschynanthus denticuliger,newNode
Gentiana microdonta,newNode
Salix parvidenticulata,newNode
钻地风、阔瓣钻地风,newNode
绣球花属,newNode
Justicia microdonta,newNode
Garhadiolus Jaub. et Spach,newNode
山椒草;塌地草,newNode
Pellionia minima,newNode
Garhadiolus papposus,newNode
Primula sapphirina,newNode
Gastrochilus pseudodistichus,newNode
Najas minor,newNode
Chirita speluncae,newNode
Pogostemon menthoides,newNode
Capparis micracantha,newNode
Androsace minor,newNode
Paraphlomis setulosa,newNode
Oxytropis caespitosula,newNode
大花棘豆亚属、球花棘豆组,newNode
雾灵景天、凤尾七,newNode
Rhodiola dumulosa,newNode
Briggsia humilis,newNode
Canavalia cathartica,newNode
Primula cunninghamii,newNode
Juncus bufonius,newNode
Selaginella kraussiana,newNode
Pegaeophyton minutum,newNode
矮陀陀（绥江)、小独根（滇）。,newNode
Munronia delavayi Franch.,newNode
Androsace gmelinii,newNode
Rheum pumilum,newNode
Gagea terraccianoana,newNode
Rhamnus rosthornii,newNode
绵蒿、细火草、黄花枇杷叶、火草、羊头火草、绵羊头、星苞火绒草,newNode
Androcorys pusillus,newNode
Omphalogramma minus,newNode
红小豆，赤豆，赤小豆，五色豆，米豆，饭豆,newNode
Vigna angularis,newNode
小连翘、对月草,newNode
Neolepisorus minor,newNode
Radermachera microcalyx,newNode
Porana mairei,newNode
Sedum microsepalum,newNode
Saxifraga mucronulata,newNode
笔龙胆、路边红、爪米草、二郎箭,newNode
Gentiana infelix,newNode
Jasminum microcalyx,newNode
Haloragaceae R. Br. (1814),newNode
6属,newNode
Polystichum inaense,newNode
Haloragis micrantha R.Br.,newNode
小二仙草目,newNode
Chimonobambusa convoluta,newNode
花花草、花叶叶、小花草(云南),newNode
Sonerila laeta,newNode
小蓬草、加拿大蓬、小白酒草、小白酒菊、祁州一枝蒿,newNode
Conyza canadensis (L．） Cronq．,newNode
Munronia heterotricha,newNode
Munronia heterotricha H. S. Lo,newNode
Saxifraga setulosa,newNode
Pedicularis ludwigii,newNode
Aulacolepis agrostoides,newNode
Plectocomia microstachys,newNode
Eriocaulon luzulifolium,newNode
Berchemiella,newNode
Berchemiella wilsonii (Schneid.) Nakai,newNode
Broussonetia kazinoki S. et Z.,newNode
小冠堇属,newNode
Basilicum,newNode
Coronilla L.,newNode
Basilicum polystachyon,newNode
Eritrichium fruticulosum,newNode
Nitraria sibirica,newNode
Microgynoecium tibeticum,newNode
Smilax davidiana,newNode
田基王(广东)，小叶胡麻草(台湾),newNode
Microcarpaea minima,newNode
Arabis fruticulosa,newNode
Arabis fruticulosa C. A. Mey.,newNode
Macleaya microcarpa,newNode
狭果茶藨子（中国高等植物图鉴），长果醋栗（中国树木志）,newNode
Ribes vilmorinii,newNode
Aspidopterys microcarpa,newNode
Camellia confusa,newNode
Eritrichium sinomicrocarpum,newNode
Angiopteris tenera,newNode
Juglans draconia,newNode
Saxifraga microgyna,newNode
皱黄耆、小果黄芪、紫菀、鞑靼黄芪、密花黄芪、他特日-好恩其日、小果黄蓍、小叶黄芪、皱黄芪,newNode
Astragalus tataricus,newNode
毛蒿豆（大兴安岭），称黑斯（蒙古族语）,newNode
Vaccinium microcarpum,newNode
Corylopsis microcarpa,newNode
Corylopsis microcarpa Chang,newNode
Castanopsis fleuryi,newNode
Lithocarpus microspermus,newNode
Lepidomicrosorum microsorioides,newNode
Spiradiclis microcarpa,newNode
Celastrus homaliifolius,newNode
Camellia villicarpa,newNode
Celtis cerasifera,newNode
Taraxacum lipskyi,newNode
Carex limprichtiana,newNode
Aesculus tsiangii,newNode
Aesculus tsiangii Hu et Fang,newNode
Semecarpus microcarpa,newNode
Mahonia bodinieri Gagnep.,newNode
越南山龙眼、红叶树、羊屎果,newNode
Helicia cochinchinensis,newNode
山木香、小刺花、小倒钩簕、红荆藤、小金樱,newNode
Rosa cymosa Tratt.,newNode
Tutcheria microcarpa,newNode
Rumex microcarpus,newNode
无刺茎荨麻（贵州植物志）,newNode
Urtica atrichocaulis,newNode
虎老香、狗尾升麻、飞蛾七、岩风七,newNode
Thalictrum microgynum,newNode
黑骨香，枫港柿，黑骨茶，黑檀，小叶紫檀,newNode
Diospyros vaccinioides Lindl.,newNode
犁耙树,newNode
Iodes vitiginea,newNode
Icacinaceae,newNode
Cochlearia microcarpa,newNode
Lysimachia microcarpa,newNode
Musa acuminata,newNode
Ypsilandra cavaleriei,newNode
Camelina microcarpa,newNode
Phyllanthus reticulatus,newNode
Gleditsia australis,newNode
Gleditsia australis,newNode
Mallotus microcarpus,newNode
Mallotus microcarpus Pax,newNode
Ziziphus oenopolia,newNode
Ulmus microcarpa,newNode
Alsophila metteniana,newNode
Sparganium simplex,newNode
Vernonla extensa (Wall.) DC.,newNode
Beccarinda minima,newNode
Populus × xiaohei  T. S. Hwang et Liang,newNode
铜脚威灵仙，叶三七（《云南中草药》）,newNode
Ilex micropyrena,newNode
Elsholtzia feddei Levl.,newNode
草本族,newNode
三叶鼠尾草、紫丹参、小红丹参,newNode
Galium elegans Wall. ex Roxb.,newNode
Galium elegans,newNode
Drynaria parishii,newNode
Elaeagnus schlechtendalii,newNode
Polyalthia florulenta,newNode
Baliospermum micranthum,newNode
费伯八角枫 侯风藤 鸡屎堆 西南八角枫 狭叶八角枫 小黄花树 自来通,newNode
Alangium faberi,newNode
Luisia brachystachys,newNode
羊耳葱属,newNode
Leptomischus parviflorus,newNode
Plantago tenuiflora,newNode
Cypripedium micranthum,newNode
Lasianthus micranthus,newNode
短蕊报春，小缘报春,newNode
Primula prenantha,newNode
Macropanax parviflorus,newNode
Juncus articulatus,newNode
Codonopsis micrantha,newNode
Luzula parviflora,newNode
微阜亚属、小花组,newNode
Stephania micrantha,newNode
Lycopus parviflorus,newNode
Listera taizanensis,newNode
三角草、山韭菜、土麦冬,newNode
Chlorophytum laxum,newNode
Chimonobambusa microflosula,newNode
Impatiens parviflora,newNode
Rhodoleia parvipetala,newNode
Hiptage minor,newNode
Opithandra acaulis,newNode
Arenga micrantha,newNode
Bidens parviflora,newNode
小花翼萼,newNode
Torenia parviflora,newNode
Epipactis helleborine,newNode
Dontostemon micranthus,newNode
Paraphlomis parviflora,newNode
Leontopodium micranthum,newNode
Corydalis racemosa,newNode
Urophyllum parviflorum,newNode
茄叶细辛、小野烟、散血草,newNode
Carpesium minum,newNode
Carpesium minum Hemsl,newNode
Microtropis micrantha,newNode
Hedychium sinoaureum,newNode
Chiritopsis W. T. Wang,newNode
Nepeta micrantha,newNode
小花组、小花系,newNode
Camellia micrantha,newNode
Trichosanthes parviflora,newNode
Trollius micranthus,newNode
Cornus parviflora,newNode
Corydalis giraldii,newNode
Scabiosa olivieri,newNode
Lomatogonium micranthum,newNode
Chorispora macropoda,newNode
Chorispora macropoda Trautv,newNode
Cucurbitaceae,newNode
Trichosanthes,newNode
Mesona parviflora,newNode
Veratrum micranthum,newNode
Acanthus ebracteatus,newNode
Epilobium parviflorum,newNode
Aquilegia parviflora,newNode
Cynoglossum lanceolatum,newNode
Dracocephalum microflorum,newNode
Cyclocodon parviflorus,newNode
Lasiocaryum munroi,newNode
Chonemorpha parviflora,newNode
Caryodaphnopsis henryi,newNode
Artemisla parviflora Buch-Ham. Ex Roxb,newNode
Schima parviflora,newNode
红桂（玉溪）.,newNode
Phoebe minutiflora,newNode
Appendicula micrantha,newNode
七姐果、凤眼果、肥猪果、富贵子,newNode
Sterculia micrantha,newNode
Taraxacum parvulum,newNode
小花清藤,newNode
Sabia parviflora,newNode
野香薷、细叶七星剑（粤）、薄荷、酒饼叶（桂）。,newNode
Mosla cavaleriei,newNode
Panzerina parviflora,newNode
Tulotis ussuriensis,newNode
Begonia peii,newNode
Alpinia brevis,newNode
Glycosmis parviflora,newNode
丝花花荵、花荵,newNode
Polemonium liniflorum,newNode
Dichocarpum franchetii,newNode
Adenophora micrantha,newNode
Gaura parviflora,newNode
