title,label
大花豆兰（台湾）,newNode
Bulbophyllum wightii,newNode
Hedysarum blepharopterum,newNode
Cassiope dendrotricha,newNode
Lycium truncatum,newNode
Pleurosoriopsis Fomin,newNode
Lycianthes subtruncata,newNode
Pleurosoriopsidaceae,newNode
1属,newNode
Neolepisorus ovatus,newNode
Dracocephalum truncatum,newNode
Lonicera altmannii,newNode
Cyclosorus truncatus,newNode
截裂翻白叶树,newNode
Pterospermum truncatolobatum,newNode
Pseudosasa truncatula,newNode
Begonia miranda,newNode
Carex truncatigluma,newNode
Ctenitis truncata,newNode
Lunathyrium truncatum,newNode
Strobilanthes truncata,newNode
Saxifraga clivorum,newNode
Kobresia cuneata,newNode
Kobresia cuneata Kukenth.,newNode
Saussurea merinoi,newNode
Trichosanthes truncata,newNode
Trichosanthes truncata C. B.,newNode
Echinops coriophyllus,newNode
Chesneya cuneata,newNode
Ranunculus transiliensis,newNode
Camellia truncata,newNode
Rubus tinifolius,newNode
Carex nervata,newNode
油树（云南经济植物）、戈理曼养（傣语）,newNode
Dipterocarpus turbinatus Gaertn.f.,newNode
Dryoathyrium Ching,newNode
Dryoathyrium boryanum,newNode
芥菜、玉根,newNode
Brassica napiformis (Paill. & Bois) L. H. Bailey,newNode
白花芥蓝、绿叶甘蓝、芥兰（广东）、芥蓝菜、盖菜,newNode
Brassica alboglabra L. H. Bailey,newNode
Brassica alboglabra,newNode
Primula runcinata,newNode
Ligularia brassicoides,newNode
盖菜、芥、挂菜,newNode
Brassica juncea (L.) Czern. et Coss.,newNode
Valeriana ficariifolia,newNode
Chirita brassicoides,newNode
Senecio desfontainei,newNode
Pennilabium proboscideum,newNode
Taraxacum brassicaefolium,newNode
Pennilabium J. J. Sm.,newNode
金边龙舌兰、龙舌兰、金边假菠萝,newNode
Goodyera kwangtungensis Tso.,newNode
Abrus mollis,newNode
糖果草、白莲花、竹叶草、牛脷草、猪粉草、甜仔茶、三捻草、方骨草,newNode
Hedyotis acutangula Champ. ex Benth.,newNode
金钗石、扁金钗、扁黄草、扁草,newNode
Dendrobium nobileLindl,newNode
Staurogyne sichuanica,newNode
Cymbidium gaoligongense,newNode
黄花苍蝇架、黄子枝梅、黄里子白,newNode
Trigonotis barkamensis,newNode
Peristylus jinchuanicus,newNode
Primula fangii,newNode
青鱼胆（草）（广西、湖南）。,newNode
Ajuga decumbens,newNode
金唇风铃兰(台湾兰科植物)，小风兰(台湾植物志),newNode
Thrixspermum fantasticum,newNode
Chrysoglossum Blume,newNode
Hedysarum jinchuanense,newNode
Juncus kingii,newNode
Parnassia omeiensis,newNode
Rhododendron faberi,newNode
Cuscuta japonica,newNode
Lepisorus coaetaneus,newNode
竹篙草、黄毛草、金发草、蓑衣草、竹叶草、露水草,newNode
Pogonatherum paniceum,newNode
Huperzia quasipolytrichoides,newNode
河流如血,newNode
Pogonatherum,newNode
Pogonatherum Beauv.,newNode
金佛草、白芷胡、旋复花、黄花草、黄柴胡,newNode
旋复花属,newNode
解毒蕨,newNode
Dolichopetalum Tsiang,newNode
野鸡尾、小野鸡尾、柏香莲、小金花草、水金鸡尾、孔雀尾、土黄连、解毒蕨、日本乌蕨,newNode
Onychium siliculosum,newNode
Aleuritopteris chrysophylla,newNode
中国,newNode
黄金凤、蛱蝶花、黄蝴蝶、洋金凤、红蝴蝶,newNode
Caesalpinia pulcherrima (L.) Sw.,newNode
Glaphyropteridopsis jinfushanensis,newNode
Leptogramma jinfoshanensis,newNode
Allantodia jinfoshanicola,newNode
Chimonobambusa utilis,newNode
Arachniodes jinfoshanensis,newNode
Athyriopsis jinfoshanensis,newNode
Polystichum jinfoshaense,newNode
Tangtsinia nanchuanica,newNode
Tangtsinia S. C. Chen,newNode
Stegnogramma jinfoshanensis,newNode
Smilacina ginfoshanica,newNode
Carex jinfoshanensis,newNode
Euonymus jinfoshanensis,newNode
Berberis jingfushanensis,newNode
Rubus jinfoshanensis,newNode
金桔、四季橘,newNode
Fortunella japonica (Thunb.) Swingle,newNode
绿木通（湖北植物志）,newNode
Clematis gratopsis,newNode
Rhamnus diamantiaca,newNode
Pseuduvaria indochinensis,newNode
菝葜、铁菱角、马加勒、筋骨柱子、红灯果，冷饭头，铁刺苓，金刚根,newNode
Smilax scobinicaulis C.H. Wright,newNode
麒麟阁、霸王鞭、水殃，龙骨，火殃勒,newNode
Euphorbia neriifolia L.,newNode
Notoseris nanchuanensis,newNode
观赏南瓜、观赏西葫芦、看瓜,newNode
Cucurbita pepo L. var. Kintoga Mak.,newNode
Gymnopetalum Arn.,newNode
金黄鳞毛蕨、拟岩蕨,newNode
Dryopteris chrysocoma,newNode
黑眼菊、黄菊、黄菊花、假向日葵、肿柄菊,newNode
Rudbeckia laciniata L.,newNode
小升麻、黑八角莲、拐枣七,newNode
Cimicifuga acerina (S. Et z. ) Tanaka,newNode
Pithecellobium dulce,newNode
围涎树属,newNode
Microlepia chrysocarpa,newNode
Microlepia chrysocarpa Ching,newNode
鸭皂树，刺球花，消息树，牛角花,newNode
Acacia farnesiana (Linn.) Willd.,newNode
相思树属（中国树木分类学）,newNode
Acacia Mill.,newNode
Rudbeckia L,newNode
刺叶黄褥花、栎叶樱桃,newNode
Malpighia coccigera,newNode
Malpighia Plum. ex Linn.,newNode
Malpighiaceae Juss. (1789),newNode
60属,newNode
柴金银花,newNode
Lonicera chrysantha,newNode
Actinidia chrysantha,newNode
Blastus dunnianus,newNode
黄色山茶,newNode
Camellia nitidissima C. W. Chi,newNode
Camellia nitidissima,newNode
Polygala triflora,newNode
山葵花、金花旋覆,newNode
穿叶柴胡,newNode
Bupleurum aureum,newNode
Primula strumosa Balf. f. et Cooper,newNode
菜栾藤 金花茉栾藤,newNode
Merremia gemella,newNode
Berberis wilsonae,newNode
Adonis chrysocyathus,newNode
Rhododendron chrysocalyx H. Lév. & Vant.,newNode
Crepis chrysantha,newNode
Impatiens xanthina,newNode
Pedicularis aurata,newNode
鹅掌金星草、公鸡脚、鸡脚叉、鸡脚还阳、金鸡脚、三叉剑、三角风、山东假廇蕨、五指蕨、鸭脚草、鸭掌金星草,newNode
Phymatopteris hastata,newNode
Coreopsis L.,newNode
河边威灵仙,newNode
小波斯菊、金钱菊、孔雀菊,newNode
Coreopsis drummondii Torr. et Gray,newNode
向日葵族、金鸡菊亚族,newNode
红线线、老麻藤、四穗竹,newNode
Rubia alata,newNode
金剑草属,newNode
Cinchona ledgeriana (Howard) Moens ex Trim.,newNode
Cinchona ledgeriana,newNode
Cystacanthus yangzekiangensis,newNode
Cystacanthus yangzekiangensis (Levl.) Rehd.,newNode
Colquhounia compta,newNode
Lysimachia delavayi,newNode
小五爪龙、金棒锤。,newNode
Osbeckia,newNode
Fortunella Swingle,newNode
Trollius L.,newNode
金老梅，在藏语被称为格桑花。,newNode
OchnaL.,newNode
旱荷、旱莲花寒荷、陆地莲、旱地莲、金梅草、金疙瘩,newNode
Trollius chinensis,newNode
Ochna integerrima (Lour.) Merr.,newNode
莕菜、莲叶莕菜、驴蹄莱、水荷叶,newNode
Nymphoides peltatum(Gmel.)O.Kuntze,newNode
莕菜科,newNode
Ochnaceae DC. (1811),newNode
金链花、毛叶金链花、苏格兰金链树、苏格兰金链花,newNode
Laburnum anagyroides Medic.,newNode
Momordica charantia Linn.,newNode
网花苘麻,newNode
Abutilon pictum,newNode
Abutilon striatum Dickson,newNode
Hamamelis Gronov. ex L. (1753),newNode
木里香、牛踏果,newNode
Hamamelis mollis,newNode
黄茅草（海南）,newNode
Saccharum fallax,newNode
Hamamelidaceae R. Br. (1818),newNode
有27属，中国有17属。,newNode
金纹鸢尾（中国高等植物图鉴），金网鸢尾（中国植物学杂志）,newNode
Iris chrysographes,newNode
伤口草,newNode
Hedyotis chrysotricha,newNode
Cibotium,newNode
Paragymnopteris vestita,newNode
Elaeocarpus auricomus,newNode
Ficus fulva,newNode
山棉花、风藤草,newNode
Clematis chrysocoma,newNode
Neolitsea chrysotricha,newNode
假青茅 山箭子草,newNode
Eulalia speciosa,newNode
禾本科Gramineae,newNode
Allantodia jinpingensis,newNode
Spilanthes,newNode
Spilanthes Jacq.,newNode
Schefflera petelotii,newNode
Goniothalamus leiocarpus,newNode
Arachniodes jinpingensis,newNode
Betula jinpingensis,newNode
Phymatopteris kingpingensis,newNode
Rhododendron jinpingense,newNode
Dysoxylum kanehirai,newNode
青壳大竹(云南金平),newNode
Dendrocalamus peculiaris,newNode
Litsea chinpingensis,newNode
Cyclobalanopsis jinpinensis,newNode
Elatostema jinpingense,newNode
Rhododendron pilostylum,newNode
林生杜鹃(云南植物研究),newNode
Rhododendron leptocladon,newNode
Baissea A. DC.,newNode
Cleghornia malaccensis,newNode
Athyrium adpressum,newNode
Alphonsea boniana,newNode
毛竹、滑竹（云南金平）,newNode
Yushania bojieiana,newNode
Camellia tsingpienensis,newNode
豹、花豹、银豹子、豹子、文豹,newNode
Panthera pardus,newNode
脊椎动物门,newNode
豹亚科,newNode
豹属,newNode
Campanumoea Bl.,newNode
桔梗族WAHLENBERGIEAE,newNode
镜面草、翠屏草、荷苞草、肉馄饨草、金锁匙、过路黄等,newNode
Dichondra repens Forst.,newNode
Lysimachia physaloides,newNode
钱蒲、石菖蒲、九节菖蒲、建菖蒲、小石菖蒲、随手香、回手香,newNode
Acorus gramineus,newNode
菖蒲族Acoreae,newNode
泽泻亚纲旧分法归棕榈亚纲,newNode
天南星科新分类法属泽泻目旧分类法属天南星目,newNode
菖蒲属Acorus,newNode
Dipteronia sinensis Oliv.,newNode
Diteronia Oliv.,newNode
金钱树、龙凤木、泽米芋、美铁芋,newNode
Zamioculcas zamiifolia Engl.,newNode
雪铁芋属,newNode
Pseudolarix Gordon,newNode
Hylotelephium sieboldii (Sweet ex Hook.) H. Ohba,newNode
东丝儿(西藏藏语),newNode
Corydalis boweri,newNode
Cytisus scoparius,newNode
Limonium aureum (L.) Hill.,newNode
锦鸡儿、黄雀花、土黄豆、粘粘袜、酱瓣子、阳雀花、黄棘、生血草(云南)、一颗血,newNode
Cytisusscoparius,newNode
Setaria pumila,newNode
Fimbristylis hookeriana,newNode
Cytisus L.,newNode
金沙江寄生，梨寄生（云南）,newNode
Taxillus thibetensis (Lecomte) Danser,newNode
Athyrium jinshajiangense,newNode
Corydalis cytisiflora,newNode
Acer paxii,newNode
Soroseris gillii,newNode
Buddleja nivea,newNode
Rungia hirpex,newNode
Vitex duclouxii,newNode
Viburnum chinshanense Graebn.,newNode
Syagrus Mart.,newNode
Schisandra glaucescens,newNode
柔毛马兜铃,newNode
马兜铃目仅含马兜铃科一科,newNode
乌独活、岩当归、防风草（南川）、叉风、尖头叉风（重庆武隆）,newNode
Angelica valida,newNode
前胡族、当归亚族,newNode
野牡丹、金榭榴、埔笔仔、九螺仔花,newNode
Bredia oldhamii Hook. f.,newNode
Flickingeria Hawkes,newNode
黄花石斛兰,newNode
Flickingeria comata,newNode
Bredia oldhami,newNode
昆明沙参（植物名实图考） 独钉子（昆明） 土人参、金丝矮坨坨,newNode
老木,newNode
Garcinia paucinervis Chun et How,newNode
金丝桃，狗胡花，金线蝴蝶，过路黄，金丝海棠,newNode
Hypericum monogynum L.,newNode
马尾连（宾川）,newNode
Thalictrum glandulosissimum,newNode
Hypericum patulum,newNode
兔耳条,newNode
Spiraea hypericifolia,newNode
Hypericum Linn,newNode
丝海棠、土连翘、小汗淋草、小过路黄、小对月草、贯叶连翘、小对叶草、圣约翰草,newNode
Hypericum monogynum,newNode
金丝桃叶荛花,newNode
Wikstroemia lamatsoensis,newNode
Saxifraga hypericoides,newNode
Sciadopitys verticillata (Thunb.) Siebold & Zucc.,newNode
金松目,newNode
金松科,newNode
Anoectochilus roxburghii (Wall) Lindc,newNode
Phlegmariurus fargesii,newNode
Gastrochilus linii,newNode
Chloranthaceae R. Br. ex Sims (1820),newNode
金粟兰目,newNode
全世界有5属，中国有3属,newNode
金粟兰超目,newNode
Sciadopitys Siebold & Zucc.,newNode
Chloranthus,newNode
Chloranthus Sw.,newNode
Tamarix jintaenia,newNode
Allium herderianum,newNode
Pulicaria chrysantha,newNode
Miscanthus jinxianensis,newNode
Antenoron,newNode
Antenoron Rafin.,newNode
扣子藤、盘花地不容、头花千金藤,newNode
Stephania cephalantha,newNode
Cyclosorus aureoglandulosus,newNode
金线兰、金草、鸟人参、少年红、金线虎头蕉,newNode
Anoectochilus roxburghii (Wall.) Lindl,newNode
Saxifraga stella-aurea,newNode
Viburnum chunii,newNode
Caryopteris aureoglandulosa,newNode
密腺副金星蕨 腺毛金星蕨,newNode
Parathelypteris glanduligera,newNode
Parathelypteris (H. Ito) Ching,newNode
金星蕨属 Parathelypteris ,newNode
Rhododendron jinxiuense,newNode
Tetrastigma jinxiuense,newNode
Begonia glechomifolia,newNode
Chrysopogon Trin.,newNode
Maytenus jinyangensis,newNode
Chrysopogon orientalis,newNode
高粱族Trib.,newNode
Euonymus jinyangensis,newNode
Thelypteridaceae Pic. Serm. (1970),newNode
铁角蕨亚目,newNode
ChrysospleniumTourn. ex L,newNode
Synedrella,newNode
Synedrella Gaertn.,newNode
金凤树、豆槐、黄槐,newNode
Cassia surattensis,newNode
苏木科,newNode
Morinda citrina,newNode
Craibiodendron W. W. Smith,newNode
Eurya obtusifolia var. aurea,newNode
Astragalus chrysopterus,newNode
黄耆亚属、金翼组,newNode
Chrysophyllum Linn,newNode
补骨灵、半天昏、芝柳叶、滑叶子、假木荷、云南假木荷,newNode
绒叶喜林芋,newNode
Philodendron andreanum,newNode
金银藤、银藤、二色花藤、二宝藤、右转藤、子风藤、鸳鸯藤、二花,newNode
Lonicera japonica Thunb.,newNode
忍冬亚科,newNode
白花荇菜、白花莕菜、水荷叶、印度荇菜、印度莕菜,newNode
Nymphoides indica,newNode
金银忍冬、胯杷果,newNode
Lonicera maackii(Rupr.)Maxim.,newNode
Stylophorum lasiocarpum,newNode
Stylophorum Nutt.,newNode
Ceratophyllum L,newNode
细草、鱼草、软草、松藻,newNode
Ceratophyllum demersum L.,newNode
Ceratophyllaceae Gray (1822),newNode
金鱼藻亚纲,newNode
金鱼藻目,newNode
金鱼藻超目,newNode
刺榆子、刺梨子、金罂子、山石榴、山鸡头子、糖罐,newNode
Phyllagathis calisaurea,newNode
Isometrum farreri,newNode
Isometrum Craib,newNode
Calendula,newNode
Bidens biternata (Lour.) Merr. et Sherff,newNode
金盏花亚科,newNode
金菜、南菜、黄花菜、萱草花、忘忧草、川草花、宜男花、鹿葱花,newNode
Caragana litwinowii,newNode
多花山猪菜、假白薯,newNode
Merremia boisiana,newNode
Spiraea nishimurae,newNode
Maesa montana,newNode
Saxifraga jainzhuglaensis,newNode
灰金竹、白夹竹、粉金竹,newNode
Phyllostachys sulphurea,newNode
Aleuritopteris veitchii,newNode
Lysimachia grammica,newNode
头花马蓝（西藏植物志）,newNode
Strobilanthes capitata,newNode
Goldfussia,newNode
Impatiens arctosepala,newNode
Agrostis sinocontracta,newNode
坎香藤、藤满山香、三托藤、鼎湖念珠、藤广东念珠藤,newNode
Alyxia levinei,newNode
Ajuga ciliata,newNode
堇堇菜（救荒本草）、葡堇菜（台湾植物志）,newNode
Viola verecunda,newNode
Populus violascens,newNode
Primula violaris,newNode
Thalictrum diffusiflorum,newNode
Violaceae Batsch (1802),newNode
Poa araratica subsp. ianthina,newNode
Aster ionoglossus,newNode
Platystemma violoides,newNode
Cardamine circaeoides Hook,newNode
Cardamine circaeoides,newNode
锦带花、海仙,newNode
Weigela florida (Bunge) A. DC.,newNode
马庭（湖北植物志）,newNode
Neomartinella violifolia,newNode
Weigela Thunb,newNode
香泡、菇茑、红姑娘果、锦灯、锦灯笼、哥伦比亚龙珠果,newNode
Physalisalkengi L.var.franchetii (Mast.)Makino,newNode
荆葵，钱葵，小钱花，金钱紫花葵，小白淑气花，淑气花，棋盘花,newNode
Malva Sinensis Cavan,newNode
老虎刺、小叶锦鸡儿、黄雀花、土黄豆、粘粘袜、酱瓣子、阳雀花,newNode
羊豆族,newNode
怎地罗，一朵芙蓉花，落地金钱，夜落金钱，文钱红，金线吊荚蓉,newNode
Drosera burmanni Vahl,newNode
Caragana Fabr.,newNode
Malva Linn.,newNode
Malvaceae Juss. (1789),newNode
涩叶、锦标草、金线标、涩草、红地榆、白斑人参果,newNode
白毛虎舌毡、老虎耳、石用、大虎耳草、山霸王,newNode
Phyllagathis cavaleriei,newNode
假华箬竹(海南植物志),newNode
Indocalamus pseudosinicus,newNode
茑萝、五角星花、羽叶茑萝、锦屏封、金丝线、绕龙花,newNode
Quamoclit pennata (Desr.) Boj.,newNode
Phyllagathis Bl.,newNode
五色苋、红绿草,newNode
Alternanthera bettzickiana,newNode
白纹阴阳竹,newNode
Hibanobambus tranguillans f.shiroshima　H. Okamura,newNode
阴阳竹属,newNode
鲜艳杜鹃(中国植物学会杂志),newNode
Rhododendron pulchrum,newNode
Conyza stricta,newNode
Fordiophyton strictum,newNode
Lappula stricta,newNode
鹤虱组大花鹤虱亚组,newNode
Erythrina stricta,newNode
Smilax munita,newNode
Dipsacus inermis,newNode
Parnassia submysorensis,newNode
Saxifraga subamplexicaulis,newNode
Polystichum submarginale,newNode
Botrychium strictum,newNode
长角条果芥,newNode
Parrya subsiliquosa,newNode
Arachniodes subaristata,newNode
Saxifraga subaequifoliata,newNode
Dryopteris komarovii,newNode
Paraphlomis subcoriacea,newNode
Berberis sublevis,newNode
Dryopteris neolepidopoda,newNode
Saxifraga llonakhensis,newNode
Carex subfilicinoides,newNode
复序薹草亚属、印度薹草组,newNode
Pseudosasa subsolida,newNode
Senecio subdentatus,newNode
Microtoena subspicata,newNode
无柄鳞毛蕨、钝齿鳞毛蕨,newNode
Dryopteris submarginata,newNode
头序臭黄荆（中国高等植物图鉴）,newNode
Premna subcapitata,newNode
接枝小檗,newNode
Berberis approximata,newNode
微柄金丝桃,newNode
Hypericum subsessile,newNode
Lepidomicrosorum subsessile,newNode
Euonymus subcordatus,newNode
Impatiens subecalcarata,newNode
Saxifraga hookeri,newNode
Dryopteris fibrillosissima,newNode
Saxifraga heterocladoides,newNode
Saxifraga caveana,newNode
Anemone subpinnata,newNode
Elatostema subpenninerve,newNode
Salvia subpalmatinervis,newNode
Arthraxon hispidus,newNode
Lysimachia chapaensis,newNode
Dryopteris costalisora,newNode
Arthraxon Beauv,newNode
Scutellaria tsinyunensis,newNode
浸水营椆;浸水营石栎;台南石栎,newNode
Lithocarpus shinsuiensis,newNode
Litsea sasakii,newNode
Daphne jinyunensis,newNode
Ilex jinyunensis,newNode
Plagiogyria caudifolia,newNode
Euonymus chloranthoides,newNode
Callicarpa giraldii var. chinyunensis,newNode
Camellia jingyunshanica,newNode
筋骨草、丹参,newNode
Scutellaria pekinensis,newNode
剪金花科,newNode
Bulbophyllum cauliflorum,newNode
Corydalis jingyuanensis,newNode
Achnatherum pekinense,newNode
Sauropus bonii,newNode
金鹤鳞毛蕨、京畿鳞毛蕨、肯皆鳞毛蕨,newNode
Dryopteris kinkiensis,newNode
红花金银藤,newNode
Brandisia cauliflora,newNode
劳莫(斐济土语),newNode
Glochidion ramiflorum,newNode
Ilex cauliflora,newNode
Ulex europaeus,newNode
Lysimachia cauliflora,newNode
Nepeta Linn.,newNode
Ulex Linn.,newNode
茎花扁担藤,newNode
Tetrastigma cauliflorum,newNode
香荆荠、线荠、四棱杆蒿、假苏,newNode
Nepeta cataria L.,newNode
Scirpus jingmenensis,newNode
Stachyuraceae J. Agardh (1858),newNode
Dendrobium crystallinum,newNode
细裂补血草、狭瓣补血草,newNode
Limonium leptolobum,newNode
Pedicularis sceptrum-carolinum,newNode
Gelidocalamus stellatus,newNode
Gelidocalamus Wen,newNode
北美箭竹超族·北美箭竹族·北美箭竹亚族,newNode
Trichosanthes jinggangshanica,newNode
王瓜亚属Subgen. Cucumeroides ,newNode
Vitis jinggangensis,newNode
井冈凤仙花,newNode
Impatiens jinggangensis,newNode
Polystichum tsingkanshanense,newNode
Salix leveilleana,newNode
Coniogramme jinggangshanensis,newNode
Rhododendron jinggangshanicum Tam,newNode
Fargesia collaris,newNode
大翅子树、大毛红花,newNode
Pterospermum kingtungense,newNode
Primula interjacens,newNode
Salix jingdongensis,newNode
Metaeritrichium microuloides,newNode
颈果草属仅颈果草,newNode
凤尾草、井口边草、山鸡尾、井茜,newNode
Pteris multifida Poir.,newNode
Metaeritrichium,newNode
Metaeritrichium W. T. Wang,newNode
Pimpinella liana,newNode
Tremacron begoniifolium,newNode
小柿花（景东）,newNode
Diospyros kintungensis,newNode
Arachniodes jingdongensis,newNode
Eurya jintungensis,newNode
Plagiogyria coerulescens,newNode
Chaetoseris ciliata,newNode
Indigofera jindongensis,newNode
Phoebe yunnanensis,newNode
Gentiana jingdongensis,newNode
双子叶植物纲 Magnoliopsida，又称木兰纲,newNode
龙胆属Gentiana,newNode
Wendlandia jingdongensis,newNode
Mahonia paucijuga,newNode
Melodinus khasianus,newNode
Stephania chingtungensis,newNode
Tetrastigma jingdongense,newNode
Elaeagnus jingdonensis,newNode
Stenoseris leptantha,newNode
Lysimachia jingdongensis,newNode
Sonerila cheliensis H. L. Li,newNode
Polyalthia cheliensis,newNode
Goniothalamus cheliensis,newNode
Fargesia caduca,newNode
Pyrenaria cheliensis,newNode
Pyrenaria brevisepala Chang,newNode
Helixanthera coccinea (Jack) Danser,newNode
Sonerila cheliensis,newNode
Helixanthera coccinea,newNode
Cyclosorus jinghongensis,newNode
Tetrastigma jinghongense,newNode
Begonia discreta,newNode
Maclura amboinensis,newNode
Dendrobium exile Schltr,newNode
Pseudocyclosorus tsoi,newNode
景宁木兰,newNode
Yulania sinostellata,newNode
Androsace bulleyana,newNode
Saxifraga sediformis,newNode
Gentiana crassula,newNode
Crassulaceae,newNode
约35属：绒叶景天属；青锁龙属；景天属、瓦松属；假景天属等,newNode
Sedum L.,newNode
Mahonia subimbricata,newNode
Euonymus chengii,newNode
Alpinia jingxiensis,newNode
Platanus orientalis,newNode
Carex phacota,newNode
Ostericum citriodorum (Hance) Yuan et Shan,newNode
前胡族，当归亚族,newNode
九层皮、六黄子、禄旺子,newNode
Buckleya lanceolata,newNode
米面翁属,newNode
九层塔、气香草、 矮糠、零陵香、光明子、满园香,newNode
Ocimum basilicum L.var. pilosum(Willd.) Benth.,newNode
Enneapogon,newNode
九号风云,newNode
Psychotria rubra,newNode
Psychotria rubra (Lour.) Poir.,newNode
Salix amphibola,newNode
RHIZOMA ANEMONES ALTAICAE,newNode
Cymbidium faberi Rolfe,newNode
Psychotria rubra（Lour.）Poir.、,newNode
肿节风、满山香、九节兰、节骨茶,newNode
Sarcandra glabra,newNode
Psychotria L.,newNode
Ardisia pusilla A. DC,newNode
九里明、蔓黄菀、箭草、青龙梗、木莲草、野菊花、天青红,newNode
Senecio scandens Buch.-Ham. ex D. Don,newNode
Polystichum jiulaodongense,newNode
Murraya Koenig ex L.,newNode
石辣椒、九秋香、九树香、七里香、千里香、万里香、过山香等,newNode
Murraya exotica L.,newNode
Impatiens chiulungensis,newNode
九龙草、珍珠草、酒仙草、小星宿草,newNode
Thesium longifolium Turcaz,newNode
Impatiens jiulongshanica,newNode
Fargesia jiulongensis,newNode
Daphne tripartita,newNode
Cyclosorus jiulongshanensis,newNode
Parasenecio jiulongensis,newNode
Arachniodes jiulongshanensis,newNode
Berberis jiulongensis,newNode
接长草，土细辛（植物名实图考）,newNode
Peristrophe japonica (Thunb.) Bremek.,newNode
Peristrophe japonica,newNode
爵床族狗肝菜亚族,newNode
地胆草（大理）、痢止蒿（丽江）、“赛西林”（嵩明、杨林）。,newNode
Ajuga bracteosa,newNode
Carex jiuxianshanensis,newNode
Ilex jiuwanshanensis,newNode
Saxifraga kongboensis,newNode
拘那花、苞饭花、小果紫薇,newNode
Lagerstoemia subcostata Koehne,newNode
Olgaea lanipes,newNode
猬菊属,newNode
猬菊组,newNode
Indigofera perrottetii,newNode
Caesalpinia enneaphylla,newNode
Camellia jiuyishanica,newNode
Bougainvillea,newNode
黄姜、叉蕊薯蓣、兴元府萆薢,newNode
Dioscorea collettii Hook.f.,newNode
Meconopsis barbiseta,newNode
韭菜,newNode
Allium tuberosum,newNode
Poa hisauchii,newNode
Puccinellia florida,newNode
禾本亚科,newNode
Dobinea Buch.-Ham. ex D. Don,newNode
草蒿、青蒿、臭蒿、犱蒿、黄蒿、臭黄蒿、茼蒿、黄香蒿、野茼蒿、秋蒿、香苦草、野苦草,newNode
Artemisia annua Linn.,newNode
东风桔,newNode
Atalantia buxifolia,newNode
Atalantia Correa,newNode
山桔叶、串珠酒饼叶、假酒饼叶,newNode
Buddleja myriantha,newNode
Raphia vinifera Beauv,newNode
Raphia Beauv.,newNode
酒椰子、从生鱼尾葵,newNode
Caryota mitis Lour,newNode
Caryota mitis,newNode
乌桕、腊子树、桕子树、木子树,newNode
Ligustrum molliculum Hance,newNode
大巢菜、薇、野豌豆、野菉豆、箭舌野豌豆、草藤、山扁豆、雀雀豆、野毛豆、马豆、给希一额布斯（内蒙古)、,newNode
Vicia sativa,newNode
Pyracantha fortuneana (Maxim.) Li,newNode
吉祥果、红籽、火把果,newNode
Pyracantha fortuneana,newNode
藏东南蹄盖蕨长羽蹄盖蕨刺齿蹄盖蕨单行蹄盖蕨德钦蹄盖蕨滇西蹄盖蕨哈巴蹄盖蕨假近位蹄盖蕨尖齿蹄盖蕨尖羽蹄,newNode
Athyrium interjectum,newNode
火棘、救兵粮、火把果、赤阳子,newNode
九芎、苞饭花、马铃花、蚊仔花,newNode
桔梗、铃当花,newNode
Platycodon grandiflorus (Jacq.) A. DC.,newNode
Campanulaceae Juss.,newNode
桔梗亚科、尖瓣花亚科、五膜草亚科等。,newNode
约有70属，中国有17属。,newNode
Primula bulleyana,newNode
Tanacetum L.,newNode
Rubus aurantiacus,newNode
Crataegus aurantia,newNode
Platycodon A. DC.,newNode
龙须藤、乌郎木,newNode
B.championii,newNode
菊华、秋菊、日精、九华、黄花、帝女花、金蕊、节花、更生、寿客、金英、黄华、秋菊、陶菊,newNode
Dendranthema morifolium (Ramat.) Tzvel.,newNode
Dendranthema indicum (L.) Des Moul.,newNode
菊花族,newNode
Asteraceae,newNode
有13个族。,newNode
管状花亚科、舌状花亚科两亚科。,newNode
1300余属,newNode
Erechitites valerianaefolia,newNode
Erechtites,newNode
苦苣、苦菜、卡斯尼、皱叶苦苣、明目菜、咖啡萝卜、咖啡草,newNode
Cichorium intybus L.,newNode
Cichorium L.,newNode
菊苣族、菊苣亚族,newNode
三七草，菊叶三七，土三七，血当归，牛头三七,newNode
Gynura japonica,newNode
Gynura,newNode
Viola albida var. takahashii,newNode
Primula bellidifolia,newNode
Primula bellidifolia King ex,newNode
Pelargonium radula,newNode
叉菊委陵菜（东北植物检索表），蒿叶委陵菜（东北草本植物志）,newNode
Potentilla tanacetifolia,newNode
菊藷、五星草、洋羌、番羌,newNode
Helianthus tuberosus,newNode
总状花藜（中国北部植物图志） 菊叶刺藜（东北草本植物志）,newNode
Dysphania schraderiana,newNode
滇败酱、山青菜、野青菜,newNode
Senecio laetus,newNode
Oberonia obcordata,newNode
白顶草;鸡眼草;辣菜;小馒头草;鱼眼草,newNode
Dichrocephala chrysanthemifolia,newNode
Cymbopogon goeringii,newNode
橘叶鸡眼藤、水冬瓜、椿根,newNode
Dendranthema (DC.) Des Moul.,newNode
Gouania leptostachya,newNode
Dendrobium linawianum,newNode
Gouana,newNode
Keteleeria fortunei var. oblonga,newNode
Sasa oblongula,newNode
鸡骨柴、牛皮桐，老茶王、矩叶鼠刺,newNode
Itea oblonga,newNode
Allantodia pseudosetigera,newNode
Ventilago oblongifolia,newNode
翼核果属,newNode
篦梳剑、大石韦、亨利线蕨、亨氏线蕨、距圆线蕨、牛耳朵,newNode
Colysis henryi,newNode
