entity,relation,value
野棉花,治疗,蛔虫病
野棉花,治疗,灭蝇蛆
野牡丹,治疗,消化不良
野牡丹,治疗,肠炎腹泻
野牡丹,治疗,痢疾便血
野木瓜,治疗,腋部生痈
野木瓜,治疗,膀胱炎
野木瓜,治疗,风湿骨痛
野木瓜,治疗,跌打损伤
野木瓜,治疗,水肿脚气
野木瓜属,治疗,咳嗽
野木瓜属,治疗,痢疾
线萼金花树,治疗,水肿
线萼金花树,治疗,月经不调
夜香木兰,治疗,风湿跌打
夜来香,治疗,结膜炎
夜来香,治疗,疳积上眼症
一枝黄花,治疗,毒蛇咬伤
异叶亚菊,治疗,小儿惊风
异叶亚菊,治疗,风湿麻木
异叶亚菊,治疗,阑尾炎
益智,治疗,泄泻
益智,治疗,腹痛
益智,治疗,呕吐
益智,治疗,食欲不振
益智,治疗,遗尿
莸叶醉鱼草,治疗,肾虚
莸叶醉鱼草,治疗,眼雾
莸叶醉鱼草,治疗,见风流泪
莸叶醉鱼草,治疗,白带病
余甘子,治疗,咳嗽
余甘子,治疗,喉痛
余甘子,治疗,皮炎
余甘子,治疗,湿疹
余甘子,治疗,风湿痛
鱼眼草,治疗,小儿消化不良
羽裂唇柱苣苔,治疗,跌打损伤
玉簪,治疗,乳腺炎
玉簪,治疗,中耳炎
玉簪,治疗,疮痈肿毒
玉簪,治疗,溃疡
拉拉藤,治疗,淋浊
拉拉藤,治疗,尿血
拉拉藤,治疗,跌打损伤
拉拉藤,治疗,肠痈
拉拉藤,治疗,疖肿
拉拉藤,治疗,中耳炎
圆叶娃儿藤,治疗,风湿
圆叶娃儿藤,治疗,跌打损伤
圆叶娃儿藤,治疗,四肢麻痹
月季花,治疗,月经不调
月季花,治疗,痛经
月季花,治疗,痛疖肿毒
月季花,治疗,跌打损伤
小芸木,治疗,感冒
小芸木,治疗,咳嗽
小芸木,治疗,风湿骨痛
小芸木,治疗,胃痛
小芸木,治疗,跌打肿痛
月月红,治疗,感冒咳嗽
月月红,治疗,蛾喉
云台南星,治疗,无名肿毒初起
云台南星,治疗,面神经麻痹
云台南星,治疗,毒蛇咬伤
云台南星,治疗,神经性皮炎
芸香科,治疗,毒蛇咬伤
西藏沙棘,治疗,肝炎
阔叶八角枫,治疗,风湿
阔叶八角枫,治疗,跌打损伤
西南毛茛,治疗,疟疾
西南铁线莲,治疗,水肿
西南铁线莲,治疗,膀胧炎
西南铁线莲,治疗,尿道炎
西南铁线莲,治疗,口舌疮
西南铁线莲,治疗,久痢
西南铁线莲,治疗,脱肛
西南铁线莲,治疗,乳汁不通
细柄十大功劳,治疗,黄水疮
细柄十大功劳,治疗,虫牙
细木通,治疗,疟疾
细辛属,治疗,风寒头痛
细辛属,治疗,痰饮咳喘
细辛属,治疗,关节疼痛
细辛属,治疗,牙痛
细叶白头翁,治疗,细菌性痢疾
细叶白头翁,治疗,阿米巴痢疾
细叶白头翁,治疗,痔疮出血
细叶白头翁,治疗,淋巴结核
细叶白头翁,治疗,风湿性关节炎
细叶小檗,治疗,痢疾
细叶小檗,治疗,黄疽
细叶小檗,治疗,关节肿痛
细蝇子草,治疗,小便不利
细蝇子草,治疗,尿痛
细蝇子草,治疗,尿血
细蝇子草,治疗,经闭
大花细蝇子草,治疗,小便不利
大花细蝇子草,治疗,尿痛
大花细蝇子草,治疗,尿血
大花细蝇子草,治疗,经闭
狭顶鳞毛蕨,治疗,痢疾
狭顶鳞毛蕨,治疗,跌打损伤
狭序唐松草,治疗,传染性肝炎
狭序唐松草,治疗,痈肿疮疖
狭叶瓶尔小草,治疗,无名肿毒
腺毛唐松草,治疗,结膜炎
腺毛唐松草,治疗,传染性肝炎
腺毛唐松草,治疗,痈肿疮疖
香蜂花,治疗,头痛
香蜂花,治疗,牙痛
香芙木,治疗,骨折
响铃豆,治疗,跌打损伤
响铃豆,治疗,关节肿痛
小八角莲,治疗,劳伤
小齿锥花,治疗,肺炎
小齿锥花,治疗,气管炎
小齿锥花,治疗,肾炎
小齿锥花,治疗,膀胱炎
小齿锥花,治疗,尿路感染
小齿锥花,治疗,结石
小花琉璃草,治疗,急性肾炎
小花琉璃草,治疗,月经不调
小花耧斗菜,治疗,妇女病
小鸡藤,治疗,坐骨神经痛
小鸡藤,治疗,筋骨疼痛
小梾木,治疗,烫伤
小梾木,治疗,火烧伤
小蓑衣藤,治疗,跌打损伤
小蓑衣藤,治疗,痕滞疼痛
小蓑衣藤,治疗,风湿性筋骨痛
小蓑衣藤,治疗,肢体麻木
小叶唇柱苣苔,治疗,小儿疳积
小叶黑面神,治疗,哮喘
小叶黑面神,治疗,咽喉肿痛
小叶黑面神,治疗,湿疹
小叶女贞,治疗,烫伤
小叶女贞,治疗,外伤
小鱼眼草,治疗,小儿消化不良
心叶兔儿风,治疗,膝关节痛
心叶小花苣苔,治疗,烫伤
新疆阿魏,治疗,虫积
新疆阿魏,治疗,肉积
新疆阿魏,治疗,心腹冷痛
新疆阿魏,治疗,疟疾
新疆阿魏,治疗,痢疾
新疆阿魏,治疗,关节疼痛
兴安升麻,治疗,麻疹
兴安升麻,治疗,斑疹不透
兴安升麻,治疗,胃火牙痛
杏香兔儿风,治疗,肺病吐血
杏香兔儿风,治疗,跌打损伤
熊耳草,治疗,咽喉痛
红毛兔儿风,治疗,感冒
红毛兔儿风,治疗,支气管炎
红毛兔儿风,治疗,头痛
红毛兔儿风,治疗,消化不良
锈毛旋覆花,治疗,肌肉神经痛
锈色蛛毛苣苔,治疗,咳嗽
锈色蛛毛苣苔,治疗,劳伤
锈色蛛毛苣苔,治疗,痈疮红肿
叙永小檗,治疗,大热毒症
旋花羊角拗,治疗,心脏病
峨参,治疗,脾虚食胀
峨参,治疗,肺虚咳喘
峨参,治疗,水肿
峨眉半蒴苣苔,治疗,痈
峨眉唐松草,治疗,疟疾寒热
峨眉唐松草,治疗,湿热发黄
峨眉唐松草,治疗,腹痛泻痢
毛梗川黔翠雀花,治疗,无名肿毒
莪术,治疗,气血凝滞
莪术,治疗,心腹胀痛
莪术,治疗,宿食不消
莪术,治疗,跌打损伤
柳叶白前,治疗,肺病
柳叶白前,治疗,小儿疳积
柳叶白前,治疗,感冒咳嗽
柳叶白前,治疗,慢性支气管炎
无心菜,治疗,麦粒肿
无心菜,治疗,咽喉痛
鹅肠菜,治疗,疖疮
天胡荽,治疗,黄疸
天胡荽,治疗,赤白痢疾
天胡荽,治疗,目翳
天胡荽,治疗,喉肿
天胡荽,治疗,痈疽疔疮
天胡荽,治疗,跌打瘀伤
破铜钱,治疗,砂淋
破铜钱,治疗,黄疸
破铜钱,治疗,肝炎
破铜钱,治疗,肾炎
破铜钱,治疗,肝火头痛
破铜钱,治疗,火眼
破铜钱,治疗,百日咳
乌头,治疗,大汗亡阳
乌头,治疗,四肢厥逆
乌头,治疗,霍乱转筋
乌头,治疗,脉微欲绝
乌头,治疗,腰膝冷痛
乌头,治疗,阳痿
乌头,治疗,水肿
乌头,治疗,泄泻久痢
乌头,治疗,脘腹冷痛
乌头,治疗,形寒畏冷
乌头,治疗,精神不振
乌头,治疗,风寒湿痹
乌头,治疗,脚气
乌头,治疗,中风
乌头,治疗,拘挛疼痛
乌头,治疗,半身不遂
乌头,治疗,癫癎
黄山乌头,治疗,跌打损伤
黄山乌头,治疗,无名肿毒
黄山乌头,治疗,箭毒
檫木,治疗,扭挫伤
檫木,治疗,腰肌劳伤
土荆芥,治疗,蛔虫病
土荆芥,治疗,钩虫病
土荆芥,治疗,蛲虫病
鹅毛玉凤花,治疗,腰痛
鹅毛玉凤花,治疗,疝气
蕨麻,治疗,贫血
蕨麻,治疗,营养不良
鹅掌草,治疗,跌打损伤
痄腮树,治疗,腮腺炎
痄腮树,治疗,皮炎
鹅掌柴,治疗,流感
鹅掌柴,治疗,跌打损伤
白簕,治疗,感冒
白簕,治疗,咳嗽
白簕,治疗,风湿
白簕,治疗,坐骨神经痛
爪哇唐松草,治疗,关节炎
爪哇唐松草,治疗,跌打
美丽唐松草,治疗,炭疽病
鳄嘴花,治疗,跌打
鳄嘴花,治疗,贫血
鳄嘴花,治疗,黄疽
鳄嘴花,治疗,风湿
重齿当归,治疗,风寒湿痹
重齿当归,治疗,腰膝酸痛
重齿当归,治疗,头痛
重齿当归,治疗,齿痛
酒饼簕,治疗,支气管炎
酒饼簕,治疗,风寒咳嗽
酒饼簕,治疗,感冒发热
酒饼簕,治疗,风湿关节炎
酒饼簕,治疗,慢性胃炎
酒饼簕,治疗,胃溃疡
酒饼簕,治疗,跌打肿痛
白花丹,治疗,风湿跌打
白花丹,治疗,筋骨疼痛
白花丹,治疗,癣疥恶疮
白花丹,治疗,蛇咬伤
白花丹,治疗,孑孓
白花丹,治疗,蝇蛆
耳叶马兜铃,治疗,喉炎
牛皮消,治疗,神经衰弱
牛皮消,治疗,十二指肠溃疡
牛皮消,治疗,肾炎
牛皮消,治疗,水肿
耳状人字果,治疗,母猪疯
忍冬,治疗,小儿胎毒
忍冬,治疗,疮疖
忍冬,治疗,发热口喝
忍冬,治疗,温热痧痘
忍冬,治疗,血痢
二裂委陵菜,治疗,功能性子宫出血
二裂委陵菜,治疗,产后出血过多
赶山鞭,治疗,跌打损伤
红花绿绒蒿,治疗,遗精
红花绿绒蒿,治疗,白带
红花绿绒蒿,治疗,肝硬化
假朝天罐,治疗,痢疾
假朝天罐,治疗,淋病
阿尔泰银莲花,治疗,癫癎
阿尔泰银莲花,治疗,神经衰弱
阿尔泰银莲花,治疗,风湿关节痛
罂粟,治疗,久咳
罂粟,治疗,久泻
罂粟,治疗,久痢
罂粟,治疗,脱肛
罂粟,治疗,心腹筋骨诸痛
糖胶树,治疗,疟疾
糖胶树,治疗,头痛
糖胶树,治疗,伤风
糖胶树,治疗,痧气
糖胶树,治疗,肺炎
糖胶树,治疗,百日咳
糖胶树,治疗,慢性支气管炎
蜀葵,治疗,吐血
蜀葵,治疗,血崩
茵芋,治疗,风湿
茵芋,治疗,肾炎
茵芋,治疗,水肿
篦子三尖杉,治疗,白血病
篦子三尖杉,治疗,淋巴肉瘤
链珠藤,治疗,风火
链珠藤,治疗,齿痛
链珠藤,治疗,风湿性关节痛
链珠藤,治疗,胃痛
链珠藤,治疗,跌打损伤
阿米芹,治疗,尿泌系统疾患
阿米芹,治疗,通经
全缘叶绿绒蒿,治疗,胃中反酸
黑虎耳草,治疗,肺部疾病
紫金牛,治疗,肺结核
紫金牛,治疗,咯血
紫金牛,治疗,咳嗽
紫金牛,治疗,跌打风湿
紫金牛,治疗,黄胆肝炎
紫金牛,治疗,睾丸炎
紫金牛,治疗,白带
紫金牛,治疗,闭经
紫金牛,治疗,尿路感染
九节龙,治疗,跌打损伤
九节龙,治疗,月经不调
九节龙,治疗,黄疸
九节龙,治疗,蛇咬伤
矮地榆,治疗,痛经
地枫皮,治疗,风湿性关节痛
地枫皮,治疗,腰肌劳损
矮金莲花,治疗,伤风
矮金莲花,治疗,感冒
罗勒,治疗,胃痛
罗勒,治疗,胃痉挛
罗勒,治疗,胃肠胀气
罗勒,治疗,消化不良
罗勒,治疗,肠炎腹泻
罗勒,治疗,外感风寒
罗勒,治疗,头痛
罗勒,治疗,胸痛
罗勒,治疗,跌打损伤
罗勒,治疗,瘀肿
罗勒,治疗,风湿性关节炎
罗勒,治疗,肾脏炎
罗勒,治疗,蛇咬伤
罗勒,治疗,煎水
罗勒,治疗,湿疹
罗勒,治疗,皮炎
罗勒,治疗,目翳
齿叶矮冷水花,治疗,蛇咬伤
野拔子,治疗,伤风感冒
野拔子,治疗,消化不良
野拔子,治疗,腹痛腹胀
野拔子,治疗,上吐下泻
野拔子,治疗,胃肠炎
野拔子,治疗,绞肠痧
野拔子,治疗,伤寒发热
野拔子,治疗,痢疾
野拔子,治疗,鼻衄
野拔子,治疗,咳血
野拔子,治疗,产后腹痛
野拔子,治疗,外伤出血
野拔子,治疗,烂疮
野拔子,治疗,蛇咬伤
算盘子,治疗,痢疾
算盘子,治疗,腹泻
算盘子,治疗,感冒发热
算盘子,治疗,咳嗽
算盘子,治疗,食滞腹痛
算盘子,治疗,湿热腰痛
算盘子,治疗,跌打损伤
算盘子,治疗,氙气
矮紫金牛,治疗,头痛
矮紫金牛,治疗,便血
艾叶火绒草,治疗,扁桃腺炎
艾叶火绒草,治疗,咽炎极有效
安龙香科科,治疗,小儿消化不良
安龙香科科,治疗,腹胀病
石榴,治疗,慢性下痢
石榴,治疗,肠痔出血
九节,治疗,扁挑体炎
九节,治疗,白喉
九节,治疗,疮疡肿毒
九节,治疗,风湿疼痛
九节,治疗,跌打损伤
九节,治疗,感冒发热
九节,治疗,咽喉肿痛
九节,治疗,胃痛
九节,治疗,痢疾
九节,治疗,痔疮
凹脉马兜铃,治疗,胃痛
凹脉马兜铃,治疗,风湿痛
凹脉马兜铃,治疗,跌打肿痛
凹脉马兜铃,治疗,肠炎
凹脉马兜铃,治疗,小儿麻痹后遗症
凹叶景天,治疗,跌打损伤
凹叶景天,治疗,热疖
凹叶景天,治疗,疮毒
吊裙草,治疗,关节肿痛
小叶棘豆,治疗,黄疸
小叶棘豆,治疗,肝炎
小叶棘豆,治疗,炭疽
小叶棘豆,治疗,便血
小叶棘豆,治疗,肠炎腹泻
小叶棘豆,治疗,创伤出血
小叶棘豆,治疗,疮疖痈疽
甘青报春,治疗,神经痛
甘青报春,治疗,关节痛
甘青报春,治疗,高血压
甘青报春,治疗,烫伤
甘青报春,治疗,疮疖
橄榄,治疗,喉头炎
橄榄,治疗,咳血
橄榄,治疗,烦渴
橄榄,治疗,肠炎腹泻
橄榄,治疗,鱼骨鲠喉
小升麻,治疗,劳伤内损
小升麻,治疗,疖毒
蝴蝶花,治疗,小儿发烧
蝴蝶花,治疗,肺病咳血
蝴蝶花,治疗,喉痛
蝴蝶花,治疗,外伤瘀血
毛菍,治疗,便血
毛菍,治疗,妇女血崩
毛菍,治疗,疮疖
毛菍,治疗,毛虫毒
康定五加,治疗,风湿性关节痛
康定五加,治疗,跌打损伤
南烛,治疗,刀斧砍伤
木蝴蝶,治疗,心气痛
木蝴蝶,治疗,肝气痛
木蝴蝶,治疗,支气管炎
木蝴蝶,治疗,十二指肠溃疡
活血丹,治疗,膀胱结石
活血丹,治疗,尿路结石
活血丹,治疗,跌打损伤
活血丹,治疗,骨折
活血丹,治疗,外伤出血
活血丹,治疗,风癣
活血丹,治疗,小儿惊癎
活血丹,治疗,慢性肺炎
绣球防风,治疗,肝气郁结
绣球防风,治疗,痢疾
绣球防风,治疗,小儿疳积
绣球防风,治疗,脱肛
绣球防风,治疗,感冒风寒
绣球防风,治疗,疮疡肿毒
绣球防风,治疗,无名肿毒
绣球防风,治疗,骨折
刻叶紫堇,治疗,疮癣
刻叶紫堇,治疗,蛇蛟伤
博落回,治疗,跌打损伤
博落回,治疗,关节炎
博落回,治疗,恶疮
博落回,治疗,稻椿象
博落回,治疗,稻苞虫
空桶参,治疗,跌打损伤
空桶参,治疗,咽喉肿痛
蕹菜,治疗,骨折
蕹菜,治疗,腹水
蕹菜,治疗,无名肿毒
高乌头,治疗,心悸
高乌头,治疗,胃气痛
高乌头,治疗,跌打损伤
古钩藤,治疗,乳癌
古钩藤,治疗,疮毒
少花龙葵,治疗,喉痛
半夏,治疗,咳嗽痰多
半夏,治疗,恶心呕吐
半夏,治疗,急性乳腺炎
半夏,治疗,急慢性化浓性中耳炎
半夏,治疗,锁喉癀
江南山梗菜,治疗,痈肿疮毒
江南山梗菜,治疗,胃寒痛
江南山梗菜,治疗,毒蛇咬伤
南山藤,治疗,胃热
南山藤,治疗,胃痛
散瘀草,治疗,慢性肝炎
散瘀草,治疗,尿路感染
散瘀草,治疗,口腔炎
散瘀草,治疗,疮疡肿毒
倒吊笔,治疗,颈淋巴结
倒吊笔,治疗,风湿性关节炎
金疮小草,治疗,痈疽疔疮
金疮小草,治疗,火眼
金疮小草,治疗,乳痈
金疮小草,治疗,鼻衄
金疮小草,治疗,咽喉炎
金疮小草,治疗,肠胃炎
金疮小草,治疗,急性结膜炎
金疮小草,治疗,烫伤
金疮小草,治疗,狗咬伤
金疮小草,治疗,毒蛇咬伤
金疮小草,治疗,外伤出血
石椒草,治疗,腹胀痛
苦苣苔,治疗,毒蛇咬伤
长叶冻绿,治疗,顽癣
长叶冻绿,治疗,疥疮
楝,治疗,疥癣
菜豆树,治疗,高热
菜豆树,治疗,跌打损伤
菜豆树,治疗,毒蛇咬伤
菜豆树,治疗,牛炭疽病
变色马兜铃,治疗,喉炎
变色马兜铃,治疗,肠炎
变色马兜铃,治疗,腹泻
黄牛奶树,治疗,感冒
过江藤,治疗,咳嗽
过江藤,治疗,吐血
过江藤,治疗,通淋
过江藤,治疗,痢疾
过江藤,治疗,牙痛
过江藤,治疗,疖毒
过江藤,治疗,枕痛
过江藤,治疗,带状疮疹
过江藤,治疗,跌打损伤
苦绳,治疗,外伤肿痛
苦绳,治疗,痈疖
苦绳,治疗,骨折
宽瓣金莲花,治疗,眼疾
宽瓣金莲花,治疗,夜盲
宽瓣金莲花,治疗,黄疸病
尖叶长柄山蚂蝗,治疗,风湿骨痛
尖叶长柄山蚂蝗,治疗,咳嗽吐血
四川长柄山蚂蝗,治疗,疟疾
宽序崖豆藤,治疗,疮毒
宽序崖豆藤,治疗,白带
宽序崖豆藤,治疗,便血
宽叶独行菜,治疗,菌痢
宽叶独行菜,治疗,肠炎
青蛇藤,治疗,腰痛
青蛇藤,治疗,风湿麻木
青蛇藤,治疗,跌打损伤
青蛇藤,治疗,蛇咬伤
宽叶金粟兰,治疗,跌打损伤
宽叶金粟兰,治疗,痛经
宽叶金粟兰,治疗,癞痢头
宽叶金粟兰,治疗,疮
宽叶金粟兰,治疗,毒蛇咬伤
水苏,治疗,百日咳
水苏,治疗,扁桃体炎
水苏,治疗,咽喉炎
水苏,治疗,痢疾
东北红豆杉,治疗,糖尿病
萝芙木,治疗,高血压
萝芙木,治疗,高热症
萝芙木,治疗,胆囊炎
萝芙木,治疗,急性黄疸型肝炎
萝芙木,治疗,头痛
萝芙木,治疗,失眠
萝芙木,治疗,玄晕
萝芙木,治疗,癫癎
萝芙木,治疗,疟疾
萝芙木,治疗,蛇咬伤
萝芙木,治疗,跌打损伤
药用萝芙木,治疗,伤寒
药用萝芙木,治疗,疟疾
药用萝芙木,治疗,感冒
药用萝芙木,治疗,头痛
药用萝芙木,治疗,胃痛
药用萝芙木,治疗,咳嗽
药用萝芙木,治疗,肚痛
药用萝芙木,治疗,蛇伤
海南萝芙木,治疗,高血压
海南萝芙木,治疗,白带
海南萝芙木,治疗,淋浊
海南萝芙木,治疗,月经不调
海南萝芙木,治疗,疝气
海南萝芙木,治疗,喉痛
黄草乌,治疗,跌打损伤
黄草乌,治疗,风湿
深裂黄草乌,治疗,风湿关节痛
深裂黄草乌,治疗,毒疮
金铁锁,治疗,跌打损伤
金铁锁,治疗,胃疼
血水草,治疗,劳伤咳嗽
血水草,治疗,跌打损伤
血水草,治疗,毒蛇咬伤
血水草,治疗,便血
血水草,治疗,痢疾
剪红纱花,治疗,跌打损伤
剪红纱花,治疗,热淋
剪红纱花,治疗,小便不利
剪红纱花,治疗,感冒
剪红纱花,治疗,风湿关节炎
剪红纱花,治疗,腹泻
风湿木,治疗,风湿
番杏,治疗,肠炎
番杏,治疗,败血症
番杏,治疗,疔疮红肿
番杏,治疗,风热目赤
南瓜,治疗,牙痛
番荔枝,治疗,急性赤痢
番荔枝,治疗,精神抑郁
番荔枝,治疗,脊髓骨病
假连翘,治疗,疟疾
假连翘,治疗,跌打胸痛
翻白叶树,治疗,风湿性关节炎
落葵,治疗,痈毒
落葵,治疗,乳头破裂
反枝苋,治疗,腹泻
反枝苋,治疗,痢疾
反枝苋,治疗,痔疮肿痛出血
匙羹藤,治疗,风湿痹痛
匙羹藤,治疗,脉管炎
匙羹藤,治疗,毒蛇咬伤
匙羹藤,治疗,痔疮
旋花,治疗,白带
旋花,治疗,白浊
旋花,治疗,疝气
旋花,治疗,疖疮
糯米团,治疗,消化不良
糯米团,治疗,食积胃痛
血见愁,治疗,蛇伤
悬铃叶苎麻,治疗,外伤出血
悬铃叶苎麻,治疗,跌打肿痛
悬铃叶苎麻,治疗,风疹
悬铃叶苎麻,治疗,荨麻疹
防风,治疗,感冒
防风,治疗,头痛
防风,治疗,周身关节痛
防风,治疗,神经痛
黄水枝,治疗,痈疖肿毒
黄水枝,治疗,跌打损伤
黄水枝,治疗,咳嗽气喘
杯叶西番莲,治疗,跌打
小果唐松草,治疗,跌打损伤
飞蛾藤,治疗,无名肿毒
飞蛾藤,治疗,劳伤疼痛
飞蛾藤,治疗,高烧
萝藦,治疗,劳伤
萝藦,治疗,虚弱
萝藦,治疗,腰腿疼痛
萝藦,治疗,白带
萝藦,治疗,咳嗽
萝藦,治疗,跌打
萝藦,治疗,蛇咬
萝藦,治疗,疔疮
萝藦,治疗,瘰疬
萝藦,治疗,阳萎
萝藦,治疗,小儿疳积
萝藦,治疗,疔肿
萝藦,治疗,虚劳
飞龙掌血,治疗,感冒风寒
飞龙掌血,治疗,胃痛
飞龙掌血,治疗,风湿骨痛
飞龙掌血,治疗,跌打损伤
飞龙掌血,治疗,咯血
楤木,治疗,胃炎
楤木,治疗,肾炎
楤木,治疗,风湿疼痛
楤木,治疗,刀伤
黑龙骨,治疗,风湿性关节炎
黑龙骨,治疗,跌打损伤
黑龙骨,治疗,胃痛
黑龙骨,治疗,消化不良
黑龙骨,治疗,闭经
黑龙骨,治疗,疟疾
蝙蝠草,治疗,肺结核
蝙蝠草,治疗,虫蛇咬伤
飞扬草,治疗,痢疾
飞扬草,治疗,肠炎
飞扬草,治疗,皮肤湿疹
飞扬草,治疗,皮炎
飞扬草,治疗,疖肿
飞扬草,治疗,癣类
白叶藤,治疗,蛇伤
白叶藤,治疗,跌打刀伤
白叶藤,治疗,疮疥
白叶藤,治疗,肺结核咳血
白叶藤,治疗,胃出血
瓜馥木,治疗,跌打损伤
瓜馥木,治疗,关节炎
肥皂草,治疗,气管炎
肥皂荚,治疗,疮癣
肥皂荚,治疗,肿毒
香茶菜,治疗,闭经
香茶菜,治疗,乳痈
香茶菜,治疗,跌打损伤
香茶菜,治疗,劳伤
香茶菜,治疗,筋骨酸痛
香茶菜,治疗,疮毒
香茶菜,治疗,蔪蛇咬伤
小鱼仙草,治疗,感冒发热
小鱼仙草,治疗,中暑头痛
小鱼仙草,治疗,恶心
小鱼仙草,治疗,无汗
小鱼仙草,治疗,热痱
小鱼仙草,治疗,皮炎
小鱼仙草,治疗,湿疹
小鱼仙草,治疗,疮疥
小鱼仙草,治疗,痢疾
小鱼仙草,治疗,肺积水
小鱼仙草,治疗,肾炎水肿
小鱼仙草,治疗,多发性疖肿
小鱼仙草,治疗,外伤出血
小鱼仙草,治疗,鼻衄
小鱼仙草,治疗,痔瘘下血
石荠苎,治疗,感冒
石荠苎,治疗,中暑发高烧
石荠苎,治疗,痱子
石荠苎,治疗,皮肤搔痒
石荠苎,治疗,疟疾
石荠苎,治疗,便秘
石荠苎,治疗,内痔
石荠苎,治疗,便血
石荠苎,治疗,疥疮
石荠苎,治疗,湿脚气
石荠苎,治疗,外伤出血
石荠苎,治疗,跌打损伤
石荠苎,治疗,疮毒
粉绿铁线莲,治疗,慢性风湿关节炎
粉绿铁线莲,治疗,关节疼痛;
野草香,治疗,伤风感冒
野草香,治疗,疮
野草香,治疗,鼻渊
野草香,治疗,蛾子
蔓九节,治疗,风湿痹痛
蔓九节,治疗,坐骨神经痛
蔓九节,治疗,痈疮肿毒
蔓九节,治疗,咽喉肿痛
灯笼草,治疗,功能性子宫出血
灯笼草,治疗,胆囊炎
灯笼草,治疗,黄胆型肝炎
灯笼草,治疗,感冒头痛
灯笼草,治疗,腹痛
灯笼草,治疗,小儿疳积
灯笼草,治疗,火眼
灯笼草,治疗,跌打损伤
灯笼草,治疗,疮
灯笼草,治疗,皮肤疮疡
灯笼草,治疗,狂犬咬伤
灯笼草,治疗,烂脚丫
灯笼草,治疗,烂头疗
灯笼草,治疗,痔疮
雷公连,治疗,骨折
雷公连,治疗,跌打
雷公连,治疗,心绞痛
女萎,治疗,肠炎
女萎,治疗,痢疾
女萎,治疗,甲状腺肿大
女萎,治疗,风湿关节痛
女萎,治疗,尿路感染
钝萼铁线莲,治疗,湿热淋病
钝萼铁线莲,治疗,小便不通
钝萼铁线莲,治疗,水肿
钝萼铁线莲,治疗,膀胱炎
钝萼铁线莲,治疗,肾盂肾炎
钝萼铁线莲,治疗,脚气水肿
钝萼铁线莲,治疗,闭经
钝萼铁线莲,治疗,头痛
钝萼铁线莲,治疗,风湿性关节炎
风箱树,治疗,感冒发热
风箱树,治疗,咽喉肿痛
风箱树,治疗,肠炎腹泻
树参,治疗,偏头痛
树参,治疗,风湿痹痛
枫香槲寄生,治疗,风湿性关节疼痛
枫香槲寄生,治疗,腰肌劳损
云南金叶子,治疗,跌打损伤
赛莨菪,治疗,跌打损伤
赛莨菪,治疗,风湿痛
赛莨菪,治疗,外伤出血
赛莨菪,治疗,骨折
绉面草,治疗,感冒
绉面草,治疗,咳嗽
绉面草,治疗,风火牙痛
绉面草,治疗,肠胃不适
绉面草,治疗,百日咳
蜂斗草,治疗,跌打
蜂斗草,治疗,翳膜
天南星,治疗,面神经麻痹
天南星,治疗,半身不遂
天南星,治疗,小儿惊风
天南星,治疗,破伤风
天南星,治疗,癫癎
天南星,治疗,疮肿毒
天南星,治疗,毒蛇咬伤
天南星,治疗,灭蝇蛆
天南星,治疗,小儿痰热
天南星,治疗,惊风抽搐
石萝藦,治疗,肝炎
石萝藦,治疗,风火眼痛
东紫苏,治疗,外感
东紫苏,治疗,风寒
东紫苏,治疗,感冒发热
东紫苏,治疗,头痛身痛
东紫苏,治疗,咽喉痛
东紫苏,治疗,虚火牙痛
东紫苏,治疗,消化不良
东紫苏,治疗,肚泻
东紫苏,治疗,目痛
东紫苏,治疗,急性结膜炎
东紫苏,治疗,尿闭
东紫苏,治疗,肝炎
苏铁,治疗,痢疾
凤仙花,治疗,风湿性关节痛
凤仙花,治疗,屈伸不利
凤仙花,治疗,噎膈
凤仙花,治疗,骨鲠咽喉
凤仙花,治疗,腹部肿块
凤仙花,治疗,闭经
点地梅,治疗,扁桃腺炎
点地梅,治疗,咽喉炎
点地梅,治疗,口腔炎
点地梅,治疗,跌打损伤
蚕豆,治疗,高血压
蚕豆,治疗,浮肿
佛光草,治疗,劳伤咳嗽
佛光草,治疗,喘咳
佛光草,治疗,吐血
东亚唐松草,治疗,牙痛
东亚唐松草,治疗,急性皮炎
东亚唐松草,治疗,湿疹
伏毛山豆根,治疗,肠炎腹泻
伏毛山豆根,治疗,腹胀
伏毛山豆根,治疗,胃痛
伏毛山豆根,治疗,咽喉痛
伏毛铁棒锤,治疗,跌打损伤
伏毛铁棒锤,治疗,风湿关节痛
芙蓉菊,治疗,小儿惊风
浮萍,治疗,风湿脚气
浮萍,治疗,风疹热毒
浮萍,治疗,衄血
浮萍,治疗,水肿
浮萍,治疗,小便不利
浮萍,治疗,斑疹不透
浮萍,治疗,感冒发热
浮萍,治疗,无汗
福禄草,治疗,肺结核
福禄草,治疗,肺炎
侧金盏花,治疗,充血性心力衰竭
侧金盏花,治疗,心脏性水肿
侧金盏花,治疗,心房纤维性颤动
豆腐柴,治疗,毒蛇咬伤
豆腐柴,治疗,无名肿毒
豆腐柴,治疗,创伤出血
假鹰爪,治疗,风湿骨痛
假鹰爪,治疗,产后腹痛
假鹰爪,治疗,跌打
假鹰爪,治疗,皮癣
假鹰爪,治疗,牛臌胀
假鹰爪,治疗,肠胃积气
直梗高山唐松草,治疗,小儿疳积
直梗高山唐松草,治疗,小儿惊风
直梗高山唐松草,治疗,胸闷呕吐
复羽叶栾树,治疗,风热咳嗽
